	4	1615898061.6248178	-6.685385704040527	-5.285057544708252
	4	1615898062.1045668	-6.679320812225342	-5.283214569091797
	4	1615898062.5114913	-6.67756462097168	-5.289962291717529
	4	1615898063.007876	-6.675648212432861	-5.289687633514404
	4	1615898063.4166493	-6.6748528480529785	-5.3013458251953125
	4	1615898063.9249506	-6.673128604888916	-5.296795845031738
	4	1615898064.32765	-6.671821117401123	-5.29197883605957
	4	1615898064.830231	-6.670036792755127	-5.298369407653809
	4	1615898065.3311975	-6.668287754058838	-5.298230171203613
	4	1615898065.7312386	-6.6675190925598145	-5.293679714202881
	4	1615898066.135996	-6.6667799949646	-5.288936614990234
	4	1615898066.5394506	-6.664839744567871	-5.286314487457275
	4	1615898066.9479337	-6.662715435028076	-5.290563583374023
	4	1615898067.444096	-6.661728382110596	-5.2841997146606445
	4	1615898067.8446045	-6.660811901092529	-5.294691562652588
	4	1615898068.250149	-6.660508632659912	-5.28804349899292
	4	1615898068.6517053	-6.658598899841309	-5.295519828796387
	4	1615898069.1456103	-6.654633045196533	-5.302400588989258
	4	1615898069.548301	-6.625422954559326	-5.308742523193359
	3	1615898061.6248178	4.3979878425598145	7.731247901916504
	3	1615898062.1045668	4.469587802886963	7.723031997680664
	3	1615898062.5114913	4.5285420417785645	7.713370323181152
	2	1615898061.6248178	-6.102939605712891	-5.619880676269531
	2	1615898062.1045668	-6.090003490447998	-5.619303226470947
	2	1615898062.5114913	-6.086505889892578	-5.633947849273682
	2	1615898063.007876	-6.085360050201416	-5.628876209259033
	2	1615898063.4166493	-6.080477237701416	-5.648587703704834
	2	1615898063.9249506	-6.0778069496154785	-5.620153903961182
	2	1615898064.32765	-6.076582431793213	-5.635593414306641
	2	1615898064.830231	-6.0719475746154785	-5.632729530334473
	2	1615898065.3311975	-6.0679931640625	-5.635011672973633
	2	1615898065.7312386	-6.065502166748047	-5.621778964996338
	2	1615898066.135996	-6.059040069580078	-5.6302289962768555
	1	1615898061.6248178	-0.44395479559898376	1.3884631395339966
	1	1615898062.1045668	-0.43735623359680176	1.3909350633621216
	1	1615898062.5114913	-0.4359179735183716	1.3874906301498413
	1	1615898063.007876	-0.4348967373371124	1.3894069194793701
